"padacchedah","anvaya","spart"
"पित्तलस्य पात्राणि पीतानि भवन्ति","पित्तलस्य पात्राणि पीतानि भवन्ति","पित्तलस्य पात्राणि पीतानि भवन्ति।"
"(त्वम्) पितरम् नमस्कुरु","(त्वम्) पितरम् नमस्कुरु","पितरं नमस्कुरु।"
"(त्वम्) पीतम् पुष्पम् न आनय","(त्वम्) पीतम् पुष्पम् न आनय","पीतं पुष्पं न आनय।"
"पुत्रः पितरम् पश्यति","पुत्रः पितरम् पश्यति","पुत्रः पितरं पश्यति।"
"पुनः कथम् कश्चित् जनः ग्रन्थम् रचयेत्","पुनः कथम् कश्चित् जनः ग्रन्थम् रचयेत्","पुनः कथं कश्चित् जनः ग्रन्थं रचयेत्।"
"पुरात् बहिः वनम् अस्ति","पुरात् बहिः वनम् अस्ति","पुरात् बहिः वनम् अस्ति।"
"(त्वम्) पुस्तकम् त्यक्त्वा गच्छ","(त्वम्) पुस्तकम् त्यक्त्वा गच्छ","पुस्तकं त्यक्त्वा गच्छ।"
"(अहम्) पुस्तकम् पठितुम् इच्छामि","(अहम्) पुस्तकम् पठितुम् इच्छामि","पुस्तकं पठितुम् इच्छामि।"
"पुस्तके ज्ञानम् अस्ति","पुस्तके ज्ञानम् अस्ति","पुस्तके ज्ञानम् अस्ति।"
"पुस्तके पुस्तके आलेख्यम् भवति","पुस्तके पुस्तके आलेख्यम् भवति","पुस्तके पुस्तके आलेख्यं भवति।"
"प्रकाश-देवः उद्याने व्यर्थम् धावति","प्रकाश-देवः उद्याने व्यर्थम् धावति","प्रकाश-देवः उद्याने व्यर्थं धावति।"
"(अहं) प्रातः वनम् गत्वा सायम् आगमिष्यामि .","(अहं) प्रातः वनम् गत्वा सायम् आगमिष्यामि .","प्रातः वनं गत्वा सायम् आगमिष्यामि।"
"(अहं) प्रातः स्नानाय गच्छामि .","(अहं) प्रातः स्नानाय गच्छामि .","प्रातः स्नानाय गच्छामि।"
"(सर्वः) प्रियम् ब्रूयात् .","(सर्वः) प्रियम् ब्रूयात् ."," प्रियं ब्रूयात्।"
"(सर्वः) अ-प्रियम् अ-सत्यम् च न ब्रूयात् .","(सर्वः) अ-प्रियम् अ-सत्यम् च न ब्रूयात् .","अप्रियम् असत्यं च न ब्रूयात्।"
"(अहं) फलं च आनेष्यामि .","(अहं) फलं च आनेष्यामि .","फलं च आनेष्यामि।"
"फलस्य बीजं कुत्र अस्ति","फलस्य बीजं कुत्र अस्ति","फलस्य बीजं कुत्र अस्ति।"
"फले फले बीजं भवति .","फले फले बीजं भवति .","फले फले बीजं भवति।"
"बालकः उपरि अस्ति .","बालकः उपरि अस्ति .","बालकः उपरि अस्ति।"
"बालकः तूष्णीं नैव तिष्ठति .","बालकः तूष्णीं नैव तिष्ठति .","बालकः तूष्णीं नैव तिष्ठति।"
"बालकः पठितुं न इच्छति .","बालकः पठितुं न इच्छति .","बालकः पठितुं न इच्छति।"
"बालकः रविं पश्यति","बालकः रविं पश्यति","बालकः रविं पश्यति।"
"बालकः वने क्रीडति किम् .","बालकः वने क्रीडति किम् .","बालकः वने क्रीडति किम्।"
"बालकस्य मुखं मलिनम् अस्ति","बालकस्य मुखं मलिनम् अस्ति","बालकस्य मुखं मलिनम् अस्ति।"
"बालकस्य वस्त्रं रक्तम् अस्ति","बालकस्य वस्त्रं रक्तम् अस्ति","बालकस्य वस्त्रं रक्तम् अस्ति।"
"(त्वं) बालकात् पुस्तकम् गृहाण","(त्वं) बालकात् पुस्तकम् गृहाण","बालकात् पुस्तकं गृहाण।"
"(त्वम्) बालकाय मोदकम् देहि .","(त्वम्) बालकाय मोदकम् देहि .","बालकाय मोदकं देहि।"
"(त्वं) बालके दयाम् कुरु .","(त्वं) बालके दयाम् कुरु .","बालके दयां कुरु।"
"(त्वं) बालिकायाः वस्त्रम् आनय .","(त्वं) बालिकायाः वस्त्रम् आनय .","बालिकायाः वस्त्रम् आनय।"
"(त्वं) भक्षणाय फलम् देहि","(त्वं) भक्षणाय फलम् देहि","भक्षणाय फलं देहि।"
"(त्वं) भानोः अंशुम् पश्य","(त्वं) भानोः अंशुम् पश्य","भानोः अंशुं पश्य।"
"(त्वं) भुवनस्य कर्तारम् ईश्वरम् कुत्र पश्यसि","(त्वं) भुवनस्य कर्तारम् ईश्वरम् कुत्र पश्यसि","भुवनस्य कर्तारम् ईश्वरं कुत्र पश्यसि।"
"भूमित्रः जानाति किम्","भूमित्रः जानाति किम्","भूमित्रः जानाति किम्।"
"भो मित्र अहम् न जानामि","भो मित्र अहम् न जानामि","भो मित्र! अहं न जानामि।"
"भो मित्र इदानीम् पीतम् वस्त्रम् न आनय","भो मित्र इदानीम् पीतम् वस्त्रम् न आनय","भो मित्र! इदानीं पीतं वस्त्रं न आनय।"
"भो मित्र इदानीम् माम् बुभुक्षा अतीव पीडयति .","भो मित्र इदानीम् माम् बुभुक्षा अतीव पीडयति .","भो मित्र! इदानीं मां बुभुक्षा अतीव पीडयति।"
"भो मित्र इदानीम् शनैः अधः गच्छ .","भो मित्र इदानीम् शनैः अधः गच्छ .","भो मित्र! इदानीं शनैः अधः गच्छ।"
"भो मित्र एतत् आसनम् गृहाण","भो मित्र एतत् आसनम् गृहाण","भो मित्र! एतत् आसनं गृहाण।"
"भो मित्र किम् त्वम् प्रातः अग्निहोत्रम् न करोषि","भो मित्र किम् त्वम् प्रातः अग्निहोत्रम् न करोषि","भो मित्र! किं त्वं प्रातः अग्निहोत्रं न करोषि।"
"भो मित्र तण्डुलाः कुत्र सन्ति .","भो मित्र तण्डुलाः कुत्र सन्ति .","भो मित्र! तण्डुलाः कुत्र सन्ति।"
"भो मित्र तव गृहम् कुत्र अस्ति .","भो मित्र तव गृहम् कुत्र अस्ति .","भो मित्र! तव गृहं कुत्र अस्ति।"
"भो मित्र त्वम् मध्ये किम्-अर्थम् तिष्ठसि","भो मित्र त्वम् मध्ये किम्-अर्थम् तिष्ठसि","भो मित्र! त्वं मध्ये किम्-अर्थं तिष्ठसि।"
"भो मित्र हवन-कुण्डम् अहम् आनयामि","भो मित्र हवन-कुण्डम् अहम् आनयामि","भो मित्र! हवन-कुण्डम् अहम् आनयामि।"
"(त्वं) भोक्त्रे मोदकम् देहि","(त्वं) भोक्त्रे मोदकम् देहि","भोक्त्रे मोदकं देहि।"
"(अहं) भोजनम् कृत्वा पठनाय पाठशालाम् गच्छामि","(अहं) भोजनम् कृत्वा पठनाय पाठशालाम् गच्छामि","भोजनं कृत्वा पठनाय पाठशालां गच्छामि।"
"भोजनाद् पूर्वम् त्वम् शीतम् जलम् अपि पातुम् इच्छसि किम् .","भोजनाद् . पूर्वम् त्वम् शीतम् जलम् अपि पातुम् इच्छसि किम्","भोजनाद् पूर्वं त्वं शीतं जलम् अपि पातुम् इच्छसि किम्।"
"भोजनाय अन्नम् भविष्यति किम्","भोजनाय अन्नम् भविष्यति किम्","भोजनाय अन्नं भविष्यति किम्।"
"भ्राता भ्रातरम् द्वेष्टि","भ्राता भ्रातरम् द्वेष्टि","भ्राता भ्रातरं द्वेष्टि।"
"मत् अन्नम् गृहीत्वा तस्मै देहि","मत् अन्नम् गृहीत्वा तस्मै देहि","मत् अन्नं गृहीत्वा तस्मै देहि।"
"मनुष्यः अश्वम् पश्यति","मनुष्यः अश्वम् पश्यति","मनुष्यः अश्वं पश्यति।"
"मनुष्यः ईश्वरस्य प्रसादेन सर्वम् सुखम् प्राप्नोति","मनुष्यः ईश्वरस्य प्रसादेन सर्वम् सुखम् प्राप्नोति","मनुष्यः ईश्वरस्य प्रसादेन सर्वं सुखं प्राप्नोति।"
"मनुष्यः कर्णाभ्याम् शृणोति","मनुष्यः कर्णाभ्याम् शृणोति","मनुष्यः कर्णाभ्यां शृणोति।"
"मनुष्यः जिह्वया वदति","मनुष्यः जिह्वया वदति","मनुष्यः जिह्वया वदति।"
"मनुष्यः पद्भ्यां धावति","मनुष्यः पद्भ्यां धावति"," मनुष्यः पद्भ्यां धावति।"
"मनुष्यस्य देहे प्रथमं इन्द्रियम् घ्राणम् अस्ति येन गन्धः गृह्यते","मनुष्यस्य देहे प्रथमं इन्द्रियम् घ्राणम् अस्ति येन गन्धः गृह्यते","मनुष्यस्य देहे प्रथमं इन्द्रियम् घ्राणम् अस्ति येन गन्धः गृह्यते।"
"मनुष्यस्य बलम् न अस्ति","मनुष्यस्य बलम् न अस्ति","मनुष्यस्य बलं न अस्ति।"
"(त्वम्) मनुष्याय ज्ञानम् देहि .","(त्वम्) मनुष्याय ज्ञानम् देहि .","मनुष्याय ज्ञानं देहि।"
"मम गृहं पेशावर-नगरे अस्ति .","मम गृहं पेशावर-नगरे अस्ति .","मम गृहं पेशावर-नगरे अस्ति।"
"मम गृहे अश्वः अस्ति","मम गृहे अश्वः अस्ति","मम गृहे अश्वः अस्ति।"
"(त्वम्) मम द्वेष्टारम् पश्य .","(त्वम्) मम द्वेष्टारम् पश्य .","मम द्वेष्टारं पश्य।"
"(त्वं) मम पाद-त्राणम् आनय .","(त्वं) मम पाद-त्राणम् आनय .","मम पादत्राणम् आनय।"
"मम पुत्रः अधुना पुस्तकम् पठति","मम पुत्रः अधुना पुस्तकम् पठति","मम पुत्रः अधुना पुस्तकं पठति।"
"मम पुस्तकम् अस्ति .","मम पुस्तकम् अस्ति .","मम पुस्तकम् अस्ति।"
"मम बन्धुः इदानीम् पुस्तकम् पठति .","मम बन्धुः इदानीम् पुस्तकम् पठति .","मम बन्धुः इदानीं पुस्तकं पठति।"
"मम माता अद्य सायम् वनम् गमिष्यति","मम माता अद्य सायम् वनम् गमिष्यति","मम माता अद्य सायं वनं गमिष्यति।"
"मम माता पुष्पमालाम् करोति","मम माता पुष्पमालाम् करोति","मम माता पुष्पमालां करोति।"
"मम मित्रम् इदानीम् अत्र आगमिष्यति","मम मित्रम् इदानीम् अत्र आगमिष्यति","मम मित्रम् इदानीम् अत्र आगमिष्यति।"
"मम रक्तम् वस्त्रम् कुत्र अस्ति (त्वम्) जानासि किम् .","मम रक्तम् वस्त्रम् कुत्र अस्ति (त्वम्) जानासि किम् .","मम रक्तं वस्त्रं कुत्र अस्ति जानासि किम्।"
"मम विष्टरः कुत्र अस्ति .","मम विष्टरः कुत्र अस्ति ."," मम विष्टरः कुत्र अस्ति।"
"मम शरीरस्य अ-पाटवम् अस्ति .","मम शरीरस्य अ-पाटवम् अस्ति .","मम शरीरस्य अ-पाटवम् अस्ति।"
"मम स्त्री संस्कृतम् वक्तुम् शक्नोति .","मम स्त्री संस्कृतम् वक्तुम् शक्नोति .","मम स्त्री संस्कृतं वक्तुं शक्नोति।"
"मम स्वसा उष्णम् जलम् पिबति .","मम स्वसा उष्णम् जलम् पिबति .","मम स्वसा उष्णं जलं पिबति।"
"मया सह त्वम् अपि आगच्छ .","मया सह त्वम् अपि आगच्छ .","मया सह त्वम् अपि आगच्छ।"
"मयि पातकम् न अस्ति .","मयि पातकम् न अस्ति .","मयि पातकं न अस्ति।"
"मरौ देशे जलम् न अस्ति .","मरौ देशे जलम् न अस्ति .","मरौ देशे जलं न अस्ति।"
"(त्वं) मह्यम् क्वथिकाम् ददासि किम् .","(त्वं) मह्यम् क्वथिकाम् ददासि किम् .","मह्यं क्वथिकां ददासि किम्।"
"(त्वं) मह्यम् वस्त्रम् देहि .","(त्वं) मह्यम् वस्त्रम् देहि .","मह्यं वस्त्रं देहि।"
"(त्वं) मह्यम् शीतलम् जलम् देहि .","(त्वं) मह्यम् शीतलम् जलम् देहि .","मह्यं शीतलं जलं देहि।"
"(त्वं) मह्यम् आम्रम् देहि .","(त्वं) मह्यम् आम्रम् देहि .","मह्यम् आम्रं देहि।"
"(त्वं) मह्यम् इदानीम् एव कर-पट्टिकाम् देहि .","(त्वं) मह्यम् इदानीम् एव कर-पट्टिकाम् देहि .","मह्यम् इदानीम् एव कर-पट्टिकां देहि।"
"मातामही नीचैः स्वपिति .","मातामही नीचैः स्वपिति .","मातामही नीचैः स्वपिति।"
"मातृ-देवः भव .","मातृ-देवः भव .","मातृ-देवः भव।"
"मार्गे मार्गे रथः धावति .","मार्गे मार्गे रथः धावति .","मार्गे मार्गे रथः धावति।"
"माला-कारः उद्यानम् गत्वा बहूनि पुष्पाणि आनयति","माला-कारः उद्यानम् गत्वा बहूनि पुष्पाणि आनयति","माला-कारः उद्यानं गत्वा बहूनि पुष्पाणि आनयति।"
"माला-कारः उद्याने कर्म करोति","माला-कारः उद्याने कर्म करोति","माला-कारः उद्याने कर्म करोति।"
"मालिन्यम् वरम् न अस्ति .","मालिन्यम् वरम् न अस्ति .","मालिन्यं वरं न अस्ति।"
"मासे दिवसाः सन्ति .","मासे दिवसाः सन्ति .","मासे दिवसाः सन्ति।"
"मित्र पश्य कथम् सः रथः शीघ्रम् धावति .","मित्र पश्य कथम् सः रथः शीघ्रम् धावति .","मित्र! पश्य कथं सः रथः शीघ्रं धावति।"
"मुम्बा-नगरे मम पुत्रः अस्ति .","मुम्बा-नगरे मम पुत्रः अस्ति .","मुम्बा-नगरे मम पुत्रः अस्ति।"
"रामः वनं गच्छति .","रामः वनं गच्छति .","रामः वनं गच्छति।"
"मूषकः तस्य पुच्छम् कृन्तति","मूषकः तस्य पुच्छम् कृन्तति","मूषकः तस्य पुच्छं कृन्तति।"
"मूषकः धान्यम् खादति .","मूषकः धान्यम् खादति .","मूषकः धान्यं खादति।"
"(त्वं) मृत्यवे किम् दास्यसि .","(त्वं) मृत्यवे किम् दास्यसि .","मृत्यवे किं दास्यसि।"
"मेघात् वृष्टिः भवति .","मेघात् वृष्टिः भवति .","मेघात् वृष्टिः भवति।"
"मेषः धावति परन्तु अश्वः तिष्ठति .","मेषः धावति परन्तु अश्वः तिष्ठति .","मेषः धावति परन्तु अश्वः तिष्ठति।"
"मोदकम् भक्षयित्वा त्वम् कुत्र गमिष्यसि .","मोदकम् भक्षयित्वा त्वम् कुत्र गमिष्यसि .","मोदकं भक्षयित्वा त्वं कुत्र गमिष्यसि।"
"मोदकम् अस्ति .","मोदकम् अस्ति .","मोदकम् अस्ति।"
"यज्ञ-कुण्डं कुत्र अस्ति .","यज्ञ-कुण्डं कुत्र अस्ति .","यज्ञ-कुण्डं कुत्र अस्ति।"
"यज्ञ-सामग्री अत्र अस्ति .","यज्ञ-सामग्री अत्र अस्ति ."," यज्ञ-सामग्री अत्र अस्ति।"
"यज्ञदत्तः कदा अत्र आगमिष्यति .","यज्ञदत्तः कदा अत्र आगमिष्यति .","यज्ञदत्तः कदा अत्र आगमिष्यति।"
"यज्ञदत्तः किमर्थम् न पठति","यज्ञदत्तः किमर्थम् न पठति","यज्ञदत्तः किम्-अर्थं न पठति।"
"यज्ञदत्तः गृहम् गच्छति","यज्ञदत्तः गृहम् गच्छति","यज्ञदत्तः गृहं गच्छति।"
"सः न लिखति .","सः न लिखति .","सः न लिखति।"
"यत्र त्वम् आपणम् गच्छसि तत्र एव मम गृहम् अस्ति .","यत्र . त्वम् आपणम् गच्छसि तत्र एव मम गृहम् अस्ति","यत्र त्वम् आपणं गच्छसि तत्र एव मम गृहम् अस्ति।"
"यत्र त्वम् न गच्छसि तत्र एव सः गन्तुम् इच्छति .","यत्र . त्वम् न गच्छसि तत्र एव सः गन्तुम् इच्छति","यत्र त्वम् न गच्छसि तत्र एव सः गन्तुम् इच्छति।"
"यत्र सः गच्छति तत्र तस्य पुत्रः अपि गच्छति .","यत्र सः गच्छति तत्र तस्य पुत्रः अपि गच्छति .","यत्र सः गच्छति तत्र तस्य पुत्रः अपि गच्छति।"
"यत्र सः श्वः गमिष्यति तत्र भगवद्गीतायाः चर्चा भविष्यति","यत्र सः श्वः गमिष्यति तत्र भगवद्गीतायाः चर्चा भविष्यति","यत्र सः श्वः गमिष्यति तत्र भगवद्गीतायाः चर्चा भविष्यति।"
"यथा सः ओदनम् भक्षयिष्यति तथा तस्य पुत्रः अपि भक्षयिष्यति .","यथा . सः ओदनम् भक्षयिष्यति तथा तस्य पुत्रः अपि भक्षयिष्यति","यथा सः ओदनं भक्षयिष्यति तथा तस्य पुत्रः अपि भक्षयिष्यति।"
"यथा स्वामी सर्वदानन्दः प्रवीणः अस्ति तथा तस्य शिष्याः अपि प्रवीणाः सन्ति","यथा प्रवीणाः सन्ति स्वामी सर्वदानन्दः प्रवीणः अस्ति तथा तस्य शिष्याः अपि","यथा स्वामी सर्वदानन्दः प्रवीणः अस्ति तथा तस्य शिष्याः अपि प्रवीणाः सन्ति।"
"यदा तत्र सः गमिष्यति तदा सर्वे छात्राः आगच्छन्ति .","यदा तत्र सः गमिष्यति तदा सर्वे छात्राः आगच्छन्ति .","यदा तत्र सः गमिष्यति तदा सर्वे छात्राः आगच्छन्ति।"
"यदा त्वम् ग्रामम् गच्छसि तदा मम मित्रम् त्वाम् मेलयिष्यति .","यदा . त्वम् ग्रामम् गच्छसि तदा मम मित्रम् त्वाम् मेलयिष्यति","यदा त्वं ग्रामं गच्छसि तदा मम मित्रम् त्वां मेलयिष्यति।"
"यदा त्वम् वनम् गमिष्यसि तदा माम् अपि नय .","यदा त्वम् वनम् गमिष्यसि तदा माम् अपि नय .","यदा त्वं वनं गमिष्यसि तदा मां अपि नय।"
"यदा प्रातःकाले सूर्यः उदेति तदा अहम् पूजाम् करोमि .","यदा प्रातःकाले सूर्यः उदेति तदा अहम् पूजाम् करोमि .","यदा प्रातः-काले सूर्यः उदेति तदा अहं पूजां करोमि।"
"यदा यदा धर्मस्य ग्लानिः भवति तदा अहम् आत्मानम् सृजामि .","यदा . यदा धर्मस्य ग्लानिः भवति तदा अहम् आत्मानम् सृजामि","यदा यदा धर्मस्य ग्लानिः भवति तदा अहम् आत्मानं सृजामि।"
"यदा सः ग्रामं गच्छति तदा तस्य बन्धवः सन्तुष्टाः भवन्ति .","यदा . सः ग्रामं गच्छति तदा तस्य बन्धवः सन्तुष्टाः भवन्ति","यदा सः ग्रामं गच्छति तदा तस्य बन्धवः सन्तुष्टाः भवन्ति।"
"यदा सः ग्रामम् न गच्छति तदा सः धनम् न प्राप्नोति .","यदा प्राप्नोति . सः ग्रामम् न गच्छति तदा सः धनम् न","यदा सः ग्रामं न गच्छति तदा सः धनं न प्राप्नोति।"
"यदा सः पुनः नीरोगः भविष्यति तदा सः क्रीडितुम् शक्नोति .","यदा . सः पुनः नीरोगः भविष्यति तदा सः क्रीडितुम् शक्नोति","यदा सः पुनः नीरोगः भविष्यति तदा सः क्रीडितुं शक्नोति।"
"यदि त्वम् जालन्धर-नगरम् श्वः गमिष्यसि तर्हि मम पुस्तकानि नय .","यदि . त्वम् जालन्धर-नगरम् श्वः गमिष्यसि तर्हि मम पुस्तकानि नय","यदि त्वं जालन्धर-नगरं श्वः गमिष्यसि तर्हि मम पुस्तकानि नय।"
"यदि सः वनम् प्रातः गमिष्यति तर्हि जन्तून् द्रष्टुम् शक्यते (सः)","यदि (सः) सः वनम् प्रातः गमिष्यति तर्हि जन्तून् द्रष्टुम् शक्यते","यदि सः वनं प्रातः गमिष्यति तर्हि जन्तून् द्रष्टुं शक्यते।"
"यदि हरिश्चन्द्रः उद्यानम् न गमिष्यति तर्हि तस्य उद्योगः नष्टः भवति .","यदि भवति . हरिश्चन्द्रः उद्यानम् न गमिष्यति तर्हि तस्य उद्योगः नष्टः","यदि हरिश्चन्द्रः उद्यानं न गमिष्यति तर्हि तस्य उद्योगः नष्टः भवति।"
"इच्छन्तः ब्रह्मचर्यं चरन्ति .","इच्छन्तः ब्रह्मचर्यं चरन्ति .","इच्छन्तः ब्रह्मचर्यं चरन्ति।"
"(त्वं) यष्टिकया मूषकम् ताडय .","(त्वं) यष्टिकया मूषकम् ताडय .","यष्टिकया मूषकं ताडय।"
"या बालिका पाठशाला गच्छति सा एव पठितुम् शक्नोति","या बालिका पाठशाला गच्छति सा एव पठितुम् शक्नोति","या बालिका पाठशालां गच्छति सा एव पठितुं शक्नोति।"
"युद्धस्य वार्ता रम्या भवति .","युद्धस्य वार्ता रम्या भवति .","युद्धस्य वार्ता रम्या भवति।"
"(त्वम्) येन केन अपि मार्गेण गच्छ .","(त्वम्) येन केन अपि मार्गेण गच्छ .","येन केन अपि मार्गेण गच्छ।"
"योधः युद्धं करोति .","योधः युद्धं करोति .","योधः युद्धं करोति।"
"रक्षकः द्वारात् बहिः तिष्ठति .","रक्षकः द्वारात् बहिः तिष्ठति .","रक्षकः द्वारात् बहिः तिष्ठति।"
"रजकः जलेन वस्त्रम् प्रक्षालयति .","रजकः जलेन वस्त्रम् प्रक्षालयति .","रजकः जलेन वस्त्रं प्रक्षालयति।"
"रजकः प्रातः एव वस्त्रम् गृहीत्वा कूपम् गच्छति .","रजकः प्रातः एव वस्त्रम् गृहीत्वा कूपम् गच्छति .","रजकः प्रातः एव वस्त्रं गृहीत्वा कूपं गच्छति।"
"रजकः रक्तम् वस्त्रम् साधु प्रक्षालयितुम् न शक्नोति","रजकः रक्तम् वस्त्रम् साधु प्रक्षालयितुम् न शक्नोति","रजकः रक्तं वस्त्रं साधु प्रक्षालयितुं न शक्नोति।"
"रथ-कारः रथं करोति स्म .","रथ-कारः रथं करोति स्म .","रथ-कारः रथं करोति स्म।"
"(त्वं) रविम् नमस्कुरु .","(त्वं) रविम् नमस्कुरु .","रविं नमस्कुरु।"
"(त्वम्) रवेः प्रकाशम् पश्य .","(त्वम्) रवेः प्रकाशम् पश्य .","रवेः प्रकाशं पश्य।"
"रवेः प्रकाशः भवति .","रवेः प्रकाशः भवति .","रवेः प्रकाशः भवति।"
"रवौ प्रकाशः अस्ति .","रवौ प्रकाशः अस्ति .","रवौ प्रकाशः अस्ति।"
"राजा युद्धम् करोति स्म .","राजा युद्धम् करोति स्म .","राजा युद्धं करोति स्म।"
"(अहं) रात्रौ सूर्यम् न पश्यामि .","(अहं) रात्रौ सूर्यम् न पश्यामि .","रात्रौ सूर्यं न पश्यामि।"
"रात्रौ सूर्यः न भवति","रात्रौ सूर्यः न भवति","रात्रौ सूर्यः न भवति।"
"राज-पुरुषस्य आज्ञा अस्ति .","राज-पुरुषस्य आज्ञा अस्ति .","राज-पुरुषस्य आज्ञा अस्ति।"
"रामः उद्याने सदा गच्छति .","रामः उद्याने सदा गच्छति .","रामः उद्याने सदा गच्छति।"
"रामः उद्याने सदा गच्छति स्म .","रामः उद्याने सदा गच्छति स्म .","रामः उद्याने सदा गच्छति स्म।"
"रामम् दशरथः एवम् वदति .","रामम् दशरथः एवम् वदति .","रामं दशरथः एवं वदति।"
"रामः दशरथस्य पुत्रः आसीत् .","रामः दशरथस्य पुत्रः आसीत् .","रामः दशरथस्य पुत्रः आसीत्।"
"रामः धर्मेण राज्यम् अकरोत् .","रामः धर्मेण राज्यम् अकरोत् .","रामः धर्मेण राज्यम् अकरोत्।"
"रामः शीघ्रम् आगच्छति .","रामः शीघ्रम् आगच्छति .","रामः शीघ्रम् आगच्छति।"
"रामचन्द्रः इदानीम् कुशलः अस्ति .","रामचन्द्रः इदानीम् कुशलः अस्ति .","राम-चन्द्रः इदानीं कुशलः अस्ति।"
"रामचन्द्रस्य माता का आसीत् .","रामचन्द्रस्य माता का आसीत् .","राम-चन्द्रस्य माता का आसीत्।"
"लक्ष्मणः रामचन्द्रस्य बन्धुः आसीत्","लक्ष्मणः रामचन्द्रस्य बन्धुः आसीत्","लक्ष्मणः राम-चन्द्रस्य बन्धुः आसीत्।"
"रामकृष्णः इदानीम् दीपम् कुत्र नयति","रामकृष्णः इदानीम् दीपम् कुत्र नयति"," रामकृष्णः इदानीं दीपं कुत्र नयति।"
"रामचन्द्रः अयोध्या-नामकस्य नगरस्य राजा आसीत् .","रामचन्द्रः अयोध्या-नामकस्य नगरस्य राजा आसीत् .","रामचन्द्रः अयोध्या-नामकस्य नगरस्य राजा आसीत्।"
"रामचन्द्रः पुस्तकम् पठितुम् इच्छति .","रामचन्द्रः पुस्तकम् पठितुम् इच्छति .","रामचन्द्रः पुस्तकं पठितुम् इच्छति।"
"रामचन्द्रः वनम् गच्छति .","रामचन्द्रः वनम् गच्छति .","रामचन्द्रः वनं गच्छति।"
"रामस्य भार्या का आसीत् .","रामस्य भार्या का आसीत् .","रामस्य भार्या का आसीत्।"
"रामेण सह लक्ष्मणः अपि वनम् गतः आसीत् .","रामेण सह लक्ष्मणः अपि वनम् गतः आसीत् .","रामेण सह लक्ष्मणः अपि वनं गतः आसीत्।"
"रामेण सह साध्वी सीता वनम् गता आसीत् .","रामेण सह साध्वी सीता वनम् गता आसीत् .","रामेण सह साध्वी सीता वनं गता आसीत्।"
"रावणः कः आसीत् .","रावणः कः आसीत् .","रावणः कः आसीत्।"
"रावणः लङ्का-नामधेयस्य नगरस्य राजा आसीत् .","रावणः लङ्का-नामधेयस्य नगरस्य राजा आसीत् .","रावणः लङ्का-नामधेयस्य नगरस्य राजा आसीत्।"
"रावणस्य भ्राता कः आसीत् .","रावणस्य भ्राता कः आसीत् .","रावणस्य भ्राता कः आसीत्।"
"रावणेन सह रामस्य युद्धम् किम्-अर्थम् बभूव .","रावणेन सह रामस्य युद्धम् किम्-अर्थम् बभूव ."," रावणेन सह रामस्य युद्धं किम्-अर्थं बभूव।"
"राष्ट्रे राष्ट्रे राजा भवति","राष्ट्रे राष्ट्रे राजा भवति","राष्ट्रे राष्ट्रे राजा भवति।"
"लव-पुरात् फलम् आनय","लव-पुरात् फलम् आनय","लव-पुरात् फलम् आनय।"
"लोकः नेत्राभ्याम् पश्यति","लोकः नेत्राभ्याम् पश्यति","लोकः नेत्राभ्यां पश्यति।"
"वक्ता सत्यम् वदति .","वक्ता सत्यम् वदति .","वक्ता सत्यं वदति।"
"वने वने वृक्षः भवति .","वने वने वृक्षः भवति .","वने वने वृक्षः भवति।"
"वने सिंहः गर्जति","वने सिंहः गर्जति","वने सिंहः गर्जति।"
"वस्त्रस्य प्रक्षालनाय शुद्धम् जलम् तत्र अस्ति .","वस्त्रस्य प्रक्षालनाय शुद्धम् जलम् तत्र अस्ति .","वस्त्रस्य प्रक्षालनाय शुद्धं जलं तत्र अस्ति।"
"वस्त्रेण शीतात् निवारणम् भवति .","वस्त्रेण शीतात् निवारणम् भवति .","वस्त्रेण शीतात् निवारणं भवति।"
"वानरः रात्रौ वृक्षस्य उपरि स्वपिति","वानरः रात्रौ वृक्षस्य उपरि स्वपिति","वानरः रात्रौ वृक्षस्य उपरि स्वपिति।"
"वानरः वृक्षे स्थित्वा फलम् भक्षयति .","वानरः वृक्षे स्थित्वा फलम् भक्षयति .","वानरः वृक्षे स्थित्वा फलं भक्षयति।"
"बिडालः दुग्धम् पिबति","बिडालः दुग्धम् पिबति","बिडालः दुग्धं पिबति।"
"बिभीषणः रावणस्य भ्राता आसीत्","बिभीषणः रावणस्य भ्राता आसीत्","बिभीषणः रावणस्य भ्राता आसीत्।"
"विलियमः वनम् गच्छति .","विलियमः वनम् गच्छति .","विलियमः वनं गच्छति।"
"विश्वामित्रः भ्रमणाय सायम् गमिष्यति किम् .","विश्वामित्रः भ्रमणाय सायम् गमिष्यति किम् .","विश्वामित्रः भ्रमणाय सायं गमिष्यति किम्।"
"विष्णुमित्रः कर्म कृत्वा स्नानम् करिष्यति","विष्णुमित्रः कर्म कृत्वा स्नानम् करिष्यति"," विष्णुमित्रः कर्म कृत्वा स्नानं करिष्यति।"
"विष्णुमित्रः कुमारम् अत्र किम्-अर्थम् आनयति","विष्णुमित्रः कुमारम् अत्र किम्-अर्थम् आनयति","विष्णुमित्रः कुमारम् अत्र किम्-अर्थम् आनयति।"
"विष्णुमित्रस्य गृहम् कुत्र अस्ति","विष्णुमित्रस्य गृहम् कुत्र अस्ति","विष्णु-मित्रस्य गृहं कुत्र अस्ति।"
