"padacchedah","anvaya","spart"
"सैन्धवम् तत्र स-स्वादु वृष्यम् हृद्यम् त्रि-दोष-नुत् लघु अन्-उष्णम् दृशः पथ्यम् अ-विदाहि अग्नि-दीपनम् (च) (भवति) .","तत्र सैन्धवम् स-स्वादु वृष्यम् हृद्यम् त्रि-दोष-नुत् लघु अन्-उष्णम् दृशः पथ्यम् अ-विदाहि अग्नि-दीपनम् (च) (भवति) .","सैन्धवं तत्र सस्वादु वृष्यं हृद्यं त्रिदोषनुत् ||१४४||# लघ्वनुष्णं दृशः पथ्यमविदाह्यग्निदीपनम् |"
"लघु सौवर्चलम् हृद्यम् सु-गन्धि उद्गार-शोधनम् कटु-पाकम् विबन्ध-घ्नम् दीपनीयम् रुचि-प्रदम् (च) (भवति) .","सौवर्चलम् लघु हृद्यम् सु-गन्धि उद्गार-शोधनम् कटु-पाकम् विबन्ध-घ्नम् दीपनीयम् रुचि-प्रदम् (च) (भवति) .","लघु सौवर्चलं हृद्यं सुगन्ध्युद्गारशोधनम् ||१४५||# कटुपाकं विबन्धघ्नं दीपनीयं रुचिप्रदम् |"
"उर्ध्व-अर्धः-कफ-वात-अनुलोमनम् दीपनम् विडम् विबन्ध-आनाह-विष्टम्भ-शूल-गौरव-नाशनम् (च) (भवति) .","विडम् उर्ध्व-अर्धः-कफ-वात-अनुलोमनम् दीपनम् विबन्ध-आनाह-विष्टम्भ-शूल-गौरव-नाशनम् (च) (भवति) .","उर्ध्वार्धःकफवातानुलोमनं दीपनं विडम् ||१४६||# विबन्धानाहविष्टम्भशूलगौरवनाशनम् |"
"विपाके स्वादु सामुद्रम् गुरु श्लेष्म-विवर्धनम् (च) (भवति) .","सामुद्रम् विपाके स्वादु गुरु श्लेष्म-विवर्धनम् (च) (भवति) .","विपाके स्वादु सामुद्रं गुरु श्लेष्मविवर्धनम् ||१४७||"
"स-तिक्त-कटुक-क्षारम् तीक्ष्णम् उत्क्लेदि च औद्भिदम् (भवति) .","औद्भिदम् स-तिक्त-कटुक-क्षारम् तीक्ष्णम् उत्क्लेदि च (भवति) .","सतिक्तकटुकक्षारं तीक्ष्णमुत्क्लेदि चौद्भिदम् |"
"कृष्णे सौवर्चल-गुणाः लवणे गन्ध-वर्जिताः (भवन्ति) .","कृष्णे लवणे गन्ध-वर्जिताः सौवर्चल-गुणाः (भवन्ति) .","कृष्णे सौवर्चलगुणा लवणे गन्धवर्जिताः ||१४८||"
"रोमकम् लघु (तथा) पांसु-उत्थम् स-क्षारम् श्लेष्मलम् गुरु (च) (भवति) .","रोमकम् लघु (तथा) पांसु-उत्थम् स-क्षारम् श्लेष्मलम् गुरु (च) (भवति) .","रोमकं लघु पांसूत्थं सक्षारं श्लेष्मलं गुरु |"
"लवणानाम् प्रयोगे तु सैन्धव-आदि (क्रमेण) प्रयोजयेत् .","लवणानाम् प्रयोगे तु सैन्धव-आदि (क्रमेण) प्रयोजयेत् .","लवणानां प्रयोगे तु सैन्धवादि प्रयोजयेत् ||१४९||"
"गुल्म-हृद्-ग्रहणी-पाण्डु-प्लीहा-आनाह-गल-आमयान् श्वास-अर्शः-कफ-कासान् च शमयेत् यव-शूक-जः .","यव-शूक-जः गुल्म-हृद्-ग्रहणी-पाण्डु-प्लीहा-आनाह-गल-आमयान् श्वास-अर्शः-कफ-कासान् च शमयेत् .","गुल्महृद्ग्रहणीपाण्डुप्लीहानाहगलामयान् |# श्वासार्शःकफकासांश्च शमयेद्यवशूकजः ||१५०||"
"क्षारः सर्वः च परमम् तीक्ष्ण-उष्णः कृमि-जित् लघुः पित्त-असृक्-दूषणः पाकी छेदी अ-हृद्यः विदारणः (च) (भवति) (सः) अ-पथ्यः कटु-लावण्यात् शुक्र-ओजः-केश-चक्षुषाम् (कृते) भवति .","सर्वः च क्षारः परमम् तीक्ष्ण-उष्णः कृमि-जित् लघुः पित्त-असृक्-दूषणः पाकी छेदी अ-हृद्यः विदारणः (च) (भवति) (सः) कटु-लावण्यात् शुक्र-ओजः-केश-चक्षुषाम् (कृते) अ-पथ्यः भवति ."," क्षारः सर्वश्च परमं तीक्ष्णोष्णः कृमिजिल्लघुः |# पित्तासृग्दूषणः पाकी छेद्यहृद्यो विदारणः ||१५१||# अपथ्यः कटुलावण्याच्छुक्रौजःकेशचक्षुषाम् |"
"हिङ्गु वात-कफ-आनाह-शूल-घ्नम् पित्त-कोपनम् कटु-पाक-रसम् रुच्यम् दीपनम् पाचनम् लघु (च) (भवति) .","हिङ्गु वात-कफ-आनाह-शूल-घ्नम् पित्त-कोपनम् कटु-पाक-रसम् रुच्यम् दीपनम् पाचनम् लघु (च) (भवति) .","हिङ्गु वातकफानाहशूलघ्नं पित्तकोपनम् ||१५२||# कटुपाकरसं रुच्यं दीपनं पाचनं लघु |"
"(हरीतकी) कषाया मधुरा पाके (भवति) (सा) रूक्षा विलवणा लघुः दीपनी पाचनी मेध्या वयसः स्थापनी परम् उष्ण-वीर्या सरा आयुष्या बुद्धि-इन्द्रिय-बल-प्रदा (च) (भवति) कुष्ठ-वैवर्ण्य-वैस्वर्य-पुराण-विषम-ज्वरान् शिरः-अक्षि-पाण्डु-हृद्रोग-कामला-ग्रहणी-गदान् स-शोष-शोफ-अतीसार-मेद-मोह-वमि-क्रिमीन् श्वास-कास-प्रसेक-अर्शः-प्लीहा-आनाह-गर-उदरम् विबन्धम् स्रोतसाम् गुल्मम् ऊरु-स्तम्भम् अरोचकम् हरीतकी जयेत् व्याधीन् तान् तान् च कफ-वात-जान् .","(हरीतकी) पाके मधुरा (भवति) (सा) कषाया रूक्षा विलवणा लघुः दीपनी पाचनी मेध्या वयसः परम् स्थापनी उष्ण-वीर्या सरा आयुष्या बुद्धि-इन्द्रिय-बल-प्रदा (च) (भवति) हरीतकी कुष्ठ-वैवर्ण्य-वैस्वर्य-पुराण-विषम-ज्वरान् शिरः-अक्षि-पाण्डु-हृद्रोग-कामला-ग्रहणी-गदान् स-शोष-शोफ-अतीसार-मेद-मोह-वमि-क्रिमीन् श्वास-कास-प्रसेक-अर्शः-प्लीहा-आनाह-गर-उदरम् स्रोतसाम् विबन्धम् गुल्मम् ऊरु-स्तम्भम् अरोचकम् कफ-वात-जान् तान् तान् च व्याधीन् जयेत् .","कषाया मधुरा पाके रूक्षा विलवणा लघुः ||१५३||# दीपनी पाचनी मेध्या वयसः स्थापनी परम् |# उष्णवीर्या सराऽऽयुष्या बुद्धीन्द्रियबलप्रदा ||१५४||# कुष्ठवैवर्ण्यवैस्वर्यपुराणविषमज्वरान् |# शिरोऽक्षिपाण्डुहृद्रोगकामलाग्रहणीगदान् ||१५५||# सशोषशोफातीसारमेदमोहवमिक्रिमीन् |# श्वासकासप्रसेकार्शःप्लीहानाहगरोदरम् ||१५६||# विबन्धं स्रोतसां गुल्ममूरुस्तम्भमरोचकम् |# हरीतकी जयेद्व्याधींस्तांस्तांश्च कफवातजान् ||१५७||"
"तद्वत् आमलकम् शीतम् अम्लम् पित्त-कफ-अपहम् (च) (भवति) .","तद्वत् आमलकम् शीतम् अम्लम् पित्त-कफ-अपहम् (च) (भवति) .","तद्वदामलकं शीतमम्लं पित्तकफापहम् |"
"कटु पाके हिमम् केश्यम् अक्षम् ईषत् च तत्-गुणम् (भवति) .","अक्षम् पाके कटु हिमम् केश्यम् ईषत् तत्-गुणम् च (भवति) .","कटु पाके हिमं केश्यमक्षमीषच्च तद्गुणम् ||१५८||"
"इयम् रसायन-वरा त्रिफला अक्षि-आमय-अपहा रोपणी त्वक्-गद-क्लेद-मेदः-मेह-कफ-अस्र-जित् (च) (भवति) .","इयम् त्रिफला रसायन-वरा अक्षि-आमय-अपहा रोपणी त्वक्-गद-क्लेद-मेदः-मेह-कफ-अस्र-जित् (च) (भवति) .","इयं रसायनवरा त्रिफलाऽक्ष्यामयापहा |# रोपणी त्वग्गदक्लेदमेदोमेहकफास्रजित् ||१५९||"
"स-केसरम् (त्रि-जातकम्) चतुः-जातम् (भवति) त्वक्-पत्र-एलम् त्रि-जातकम् (भवति) (तत्-द्वयम्) पित्तप्रकोपि तीक्ष्ण-उष्णम् रूक्षम् रोचन-दीपनम् (च) (भवति) .","त्वक्-पत्र-एलम् त्रि-जातकम् (भवति) स-केसरम् (त्रि-जातकम्) चतुः-जातम् (भवति) (तत्-द्वयम्) पित्तप्रकोपि तीक्ष्ण-उष्णम् रूक्षम् रोचन-दीपनम् (च) (भवति) .","सकेसरं चतुर्जातं त्वक्पत्रैलं त्रिजातकम् |# पित्तप्रकोपि तीक्ष्णोष्णं रूक्षं रोचनदीपनम् ||१६०||"
"रसे पाके च कटुकम् (भवति) (तत्) कफ-घ्नम् मरिचम् लघु (च) (भवति) .","मरिचम् रसे पाके च कटुकम् (भवति) (तत्) कफ-घ्नम् लघु (च) (भवति) .","रसे पाके च कटुकं कफघ्नं मरिचं लघु"
"श्लेष्मला स्वादु-शीता आर्द्रा गुर्वी स्निग्धा च पिप्पली भवति .; सा शुष्का (अस्ति) (चेत्) विपरीता अतः स्निग्धा वृष्या (शुष्का) (सा) रसे कटुः (भवति) स्वादु-पाका अनिल-श्लेष्म-श्वास-कास-अपहा सरा (च) भवति .; न ताम् अति उपयुञ्जीत रसायन-विधिम् विना .","आर्द्रा पिप्पली श्लेष्मला स्वादु-शीता गुर्वी स्निग्धा च भवति .; सा शुष्का (अस्ति) (चेत्) अतः विपरीता स्निग्धा वृष्या स्वादु-पाका अनिल-श्लेष्म-श्वास-कास-अपहा सरा (च) भवति (शुष्का) (सा) रसे कटुः (भवति) .; ताम् रसायन-विधिम् विना न अति उपयुञ्जीत .","श्लेष्मला स्वादुशीताऽऽर्द्रा गुर्वी स्निग्धा च पिप्पली ||१६१||# सा शुष्का विपरीताऽतः स्निग्धा वृष्या रसे कटुः |# स्वादुपाकाऽनिलश्लेष्मश्वासकासापहा सरा ||१६२||# न तामत्युपयुञ्जीत रसायनविधिं विना |"
"नागरम् दीपनम् वृष्यम् ग्राहि हृद्यम् विबन्ध-नुत् रुच्यम् लघु स्वादु-पाकम् स्निग्ध-उष्णम् कफ-वात-जित् (च) (भवति) .","नागरम् दीपनम् वृष्यम् ग्राहि हृद्यम् विबन्ध-नुत् रुच्यम् लघु स्वादु-पाकम् स्निग्ध-उष्णम् कफ-वात-जित् (च) (भवति) .","नागरं दीपनं वृष्यं ग्राहि हृद्यं विबन्धनुत् ||१६३||# रुच्यं लघु स्वादुपाकं स्निग्धोष्णं कफवातजित् |"
"तद्वत् आर्द्रकम् (भवति) एतत् च त्रयम् त्रि-कटुकम् (इति) (उच्यते) जयेत् (ते) स्थौल्य-अग्नि-सदन-श्वास-कास-श्लीपद-पीनसान् .","तद्वत् आर्द्रकम् (भवति) एतत् च त्रयम् त्रि-कटुकम् (इति) (उच्यते) (ते) स्थौल्य-अग्नि-सदन-श्वास-कास-श्लीपद-पीनसान् जयेत् .","तद्वदार्द्रकमेतच्च त्रयं त्रिकटुकं जयेत् ||१६४||# स्थौल्याग्निसदनश्वासकासश्लीपदपीनसान् |"
"चविका-पिप्पली-मूलम् मरिच-अल्प-अन्तरम् गुणैः (भवति) .","चविका-पिप्पली-मूलम् गुणैः मरिच-अल्प-अन्तरम् (भवति) .","चविकापिप्पलीमुलं मरिचाल्पान्तरं गुणैः ||१६५||"
"चित्रकः अग्नि-समः पाके (भवति) (सः) शोफ-अर्शः-कृमि-कुष्ठ-हा (च) (भवति) .","चित्रकः पाके अग्नि-समः (भवति) (सः) शोफ-अर्शः-कृमि-कुष्ठ-हा (च) (भवति) ."," चित्रकोऽग्निसमः पाके शोफार्शःकृमिकुष्ठहा |"
"पञ्च-कोलकम् एतत् च मरिचेन विना (इति) स्मृतम् (एतत्) गुल्म-प्लीह-उदर-आनाह-शूल-घ्नम् दीपनम् परम् (स्मृतम्) .","एतत् मरिचेन विना पञ्च-कोलकम् (इति) स्मृतम् (एतत्) परम् दीपनम् गुल्म-प्लीह-उदर-आनाह-शूल-घ्नम् च (स्मृतम्) .","पञ्चकोलकमेतच्च मरिचेन विना स्मृतम् ||१६६||# गुल्मप्लीहोदरानाहशूलघ्नं दीपनं परम् |"
"बिल्व-काश्मर्य-तर्कारी-पाटला-टिण्टुकैः महत् जयेत् (तत्) कषाय-तिक्त-उष्णम् (भवति) पञ्च-मूलम् (भवति) (तत्) कफ-अनिलौ .","बिल्व-काश्मर्य-तर्कारी-पाटला-टिण्टुकैः महत् पञ्च-मूलम् (भवति) (तत्) कफ-अनिलौ जयेत् (तत्) कषाय-तिक्त-उष्णम् (भवति) .","बिल्वकाश्मर्यतर्कारीपाटलाटिण्टुकैर्महत् ||१६७||# जयेत्कषायतिक्तोष्णं पञ्चमूलं कफानिलौ |"
"ह्रस्वम् (पञ्चमूलकम्) बृहती-अंशुमती-द्वय-गोक्षुरकैः स्मृतम् .; (तत्) स्वादु-पाक-रसम् न अति-शीत-उष्णम् सर्व-दोष-जित् (च) (भवति) .","बृहती-अंशुमती-द्वय-गोक्षुरकैः ह्रस्वम् (पञ्चमूलकम्) स्मृतम् .; (तत्) स्वादु-पाक-रसम् न अति-शीत-उष्णम् सर्व-दोष-जित् (च) (भवति) .","ह्रस्वं बृहत्यंशुमतीद्वयगोक्षुरकैः स्मृतम् ||१६८||# स्वादुपाकरसं नातिशीतोष्णं सर्वदोषजित् |"
"बला-पुनर्नवा-एरण्ड-शूर्पपर्णी-द्वयेन तु मध्यमम् (पञ्च-मूलम्) (भवति) .; (तत्) कफ-वात-घ्नम् न अति-पित्त-करम् सरम् (च) (भवति) .","बला-पुनर्नवा-एरण्ड-शूर्पपर्णी-द्वयेन तु मध्यमम् (पञ्च-मूलम्) (भवति) .; (तत्) कफ-वात-घ्नम् न अति-पित्त-करम् सरम् (च) (भवति) .","बलापुनर्नवैरण्डशूर्पपर्णीद्वयेन तु ||१६९||#  मध्यमं  कफवातघ्नं नातिपित्तकरं सरम् |"
"अभीरु-वीरा-जीवन्ती-जीवक-ऋषभकैः स्मृतम् जीवन-आख्यम् तत् तु चक्षुष्यम् वृष्यम् पित्त-अनिल-अपहम् (च) (भवति) .","अभीरु-वीरा-जीवन्ती-जीवक-ऋषभकैः जीवन-आख्यम् स्मृतम् तत् तु चक्षुष्यम् वृष्यम् पित्त-अनिल-अपहम् (च) (भवति) .","अभीरुवीराजीवन्तीजीवकर्षभकैः स्मृतम् ||१७०||# जीवनाख्यं तु चक्षुष्यं वृष्यं पित्तानिलापहम् |"
"तृण-आख्यम् (पञ्चमूलं) (भवति) (एतत्) पित्त-जित् दर्भ-कास-इक्षु-शर-शालिभिः (स्मृतम्) .; इति औषध-वर्गः (समाप्तः) .","दर्भ-कास-इक्षु-शर-शालिभिः तृण-आख्यम् (पञ्चमूलं) (भवति) (एतत्) पित्त-जित् (स्मृतम्) .; इति औषध-वर्गः (समाप्तः) .","तृणाख्यं पित्तजिद्दर्भकासेक्षुशरशालिभिः  ||१७१||# इत्यौषधवर्गः"
"शूक-शिम्बी-ज-पक्व-अन्न-मांस-शाक-फल-औषधैः वर्गितैः अन्न-लेशः अयम् उक्तः नित्य-उपयोगिकः .","शूक-शिम्बी-ज-पक्व-अन्न-मांस-शाक-फल-औषधैः वर्गितैः अयम् नित्य-उपयोगिकः अन्न-लेशः उक्तः ."," शूकशिम्बीजपक्वान्नमांसशाकफलौषधैः |# वर्गितैरन्नलेशोऽयमुक्तो नित्योपयोगिकः ||१७२||"
"अथ अतः अन्न-रक्षा-अध्यायम् व्याख्यास्यामः .; इति ह स्म आहुः आत्रेय-आदयः महा-ऋषयः .",". अथ अतः अन्न-रक्षा-अध्यायम् व्याख्यास्यामः; . आत्रेय-आदयः महा-ऋषयः इति ह आहुः स्म"," अथातोऽन्नरक्षाध्यायं व्याख्यास्यामः । #  इति ह स्माहुरात्रेयादयो महर्षयः ।"
"राजा राज-गृह-आसन्ने प्राण-आचार्यम् निवेशयेत् .; सर्वदा सः (प्राणाचार्यः) भवति एवम् सर्वत्र प्रतिजागृविः .","राजा राज-गृह-आसन्ने प्राण-आचार्यम् निवेशयेत् .; सः (प्राणाचार्यः) सर्वदा एवम् सर्वत्र प्रतिजागृविः भवति ."," राजा राजगृहासन्ने प्राणाचार्यं निवेशयेत् । # सर्वदा स भवत्येवं सर्वत्र प्रतिजागृविः ।।१।।"
"अन्न-पानम् विषात् रक्षेत् विशेषेण मही-पतेः .; योग-क्षेमौ तत्-आयत्तौ (भवतः) .; धर्म-आद्याः यत्-निबन्धनाः (भवन्ति) .","मही-पतेः अन्न-पानम् विषात् विशेषेण रक्षेत् .; योग-क्षेमौ तत्-आयत्तौ (भवतः) .; धर्म-आद्याः यत्-निबन्धनाः (भवन्ति) .","अन्नपानं विषाद्रक्षेद्विशेषेण महीपतेः। # योगक्षेमौ तदायत्तौ धर्माद्या यन्निबन्धनाः ।।२।।"
"ओदनः विषवान् सान्द्रः याति अ-विस्राव्यताम् इव .; (तत्) चिरेण पच्यते .; पक्वः भवेत् पर्युषित-उपमः .","विषवान् ओदनः सान्द्रः इव अ-विस्राव्यताम् याति .; (तत्) चिरेण पच्यते .; पक्वः पर्युषित-उपमः भवेत् .","ओदनो विषवान् सान्द्रो यात्यविस्त्राव्यतामिव । # चिरेण पच्यते  पक्वो भवेत्पर्युषितोपमः ।।३।।"
"(विष-युक्तः) (ओदनः) मयूर-कण्ठ-तुल्य-ऊष्मा मोह-मूर्छा-प्रसेक-कृत् (च) भवेत् .; हीयते वर्ण-गन्ध-आद्यैः क्लिद्यते चन्द्रिका-आचितः (च) (भवति) .","(विष-युक्तः) (ओदनः) मयूर-कण्ठ-तुल्य-ऊष्मा मोह-मूर्छा-प्रसेक-कृत् (च) भवेत् .; वर्ण-गन्ध-आद्यैः हीयते क्लिद्यते (च) चन्द्रिका-आचितः (भवति) .","मयूरकण्ठतुल्योष्मा मोहमूर्छाप्रसेककृत् । # हीयते वर्णगन्धाद्यैः क्लिद्यते चन्द्रिकाचितः ।।४।।"
"व्यञ्जनानि आशु शुष्यन्ति; (तानि) ध्याम-क्वाथानि (भवन्ति); तत्र च हीना अतिरिक्ता विकृता (वा) छाया दृश्येत न एव वा (दृश्येत) .","व्यञ्जनानि आशु शुष्यन्ति; (तानि) ध्याम-क्वाथानि (भवन्ति); तत्र च हीना अतिरिक्ता विकृता (वा) छाया दृश्येत वा न एव (दृश्येत) .","व्यञ्जनान्याशु शुष्यन्ति ध्यामक्वाथानि तत्र च ।# हीनाऽतिरिक्ता विकृता छाया दृश्येत नैव वा ॥५॥"
"(स-विष-व्यञ्जनेषु) फेन-ऊर्ध्व-राजी-सीमन्त-तन्तु-बुद्बुद-सम्भवः (भवति) .; विच्छिन्न-विरसाः रागाः खाण्डवाः शाकम् आमिषम् च (भवन्ति) .","(स-विष-व्यञ्जनेषु) फेन-ऊर्ध्व-राजी-सीमन्त-तन्तु-बुद्बुद-सम्भवः (भवति) .; रागाः खाण्डवाः शाकम् आमिषम् च विच्छिन्न-विरसाः (भवन्ति) .","फेनोर्ध्वराजीसीमन्ततन्तुबुद्बुदसम्भवः# विच्छिन्नविरसा रागाः खाण्डवाः शाकमामिषम्"
"नीला राजी रसे (दृश्यते) .; ताम्रा (राजी) क्षीरे (दृश्यते) .; दधनि दृश्यते श्यावा (राजी) .; आपीत-असिता (राजी) तक्रे (दृश्यते) .; घृते पानीय-सन्निभा (राजी) (दृश्यते) .","नीला राजी रसे (दृश्यते) .; ताम्रा (राजी) क्षीरे (दृश्यते) .; दधनि श्यावा (राजी) दृश्यते .; आपीत-असिता (राजी) तक्रे (दृश्यते) .; पानीय-सन्निभा (राजी) घृते (दृश्यते) .","नीला राजी रसे ताम्रा क्षीरे दधनि दृश्यते |#श्यावाऽऽपीतासिता तक्रे घृते पानीयसन्निभा ||७||"
"मस्तुनि स्यात् कपोत-आभा राजी .; कृष्णा (राजी) तुष-उदके (स्यात्) .; काली (राजी) मद्य-अम्भसोः (स्यात्) .; क्षौद्रे हरित् (राजी) (स्यात्) .; तैले अरुण-उपमा (राजी) (स्यात्) .","मस्तुनि कपोत-आभा राजी स्यात् .; तुष-उदके कृष्णा (राजी) (स्यात्) .; मद्य-अम्भसोः काली (राजी) (स्यात्) .; क्षौद्रे हरित् (राजी) (स्यात्) .; तैले अरुण-उपमा (राजी) (स्यात्) .","मस्तुनि स्यात्कपोताभा राजी कृष्णा तुषोदके |# काली मद्याम्भसोः क्षौद्रे हरित्तैलेऽरुणोपमा ||८||"
"पाकः फलानाम् आमानाम् (स्यात्) .; पक्वानाम् परिकोथनम् (स्यात्) .; द्रव्याणाम् आर्द्र-शुष्काणाम् स्याताम् म्लानि-विवर्णते .","आमानाम् फलानाम् पाकः (स्यात्) .; पक्वानाम् परिकोथनम् (स्यात्) .; आर्द्र-शुष्काणाम् द्रव्याणाम् म्लानि-विवर्णते स्याताम् .","पाकः फलानामामानां पक्वानां परिकोथनम् |# द्रव्याणामार्द्रशुष्काणां स्यातां म्लानिविवर्णते ||९||"
"मृदूनाम् कठिनानाम् च (द्रव्याणाम्) भवेत् स्पर्श-विपर्ययः .; माल्यस्य स्फुटित-अग्रत्वम् म्लानिः गन्ध-अन्तर-उद्भवः (च) (भवेत्) .","मृदूनाम् कठिनानाम् च (द्रव्याणाम्) स्पर्श-विपर्ययः भवेत् .; माल्यस्य स्फुटित-अग्रत्वम् म्लानिः गन्ध-अन्तर-उद्भवः (च) (भवेत्) .","मृदूनां कठिनानां च भवेत्स्पर्शविपर्ययः |# माल्यस्य स्फुटिताग्रत्वं म्लानिर्गन्धान्तरोद्भवः ||१०||"
"ध्याम-मण्डलता वस्त्रे तन्तु-पक्ष्मणाम् शदनम् (च) (भवेत्) .; धातु-मौक्तिक-काष्ठ-अश्म-रत्न-आदिषु मलाक्तता स्नेह-स्पर्श-प्रभा-हानिः (च) (भवेत्) स-प्रभत्वम् तु मृण्मये (भवेत्) .","वस्त्रे ध्याम-मण्डलता तन्तु-पक्ष्मणाम् शदनम् (च) (भवेत्) .; धातु-मौक्तिक-काष्ठ-अश्म-रत्न-आदिषु मलाक्तता स्नेह-स्पर्श-प्रभा-हानिः (च) (भवेत्) मृण्मये तु स-प्रभत्वम् (भवेत्) .","ध्याममण्डलता वस्त्रे शदनं तन्तुपक्ष्मणाम् |# धातुमौक्तिककाष्ठाश्मरत्नादिषु मलाक्तता ||११||# स्नेहस्पर्शप्रभाहानिः सप्रभत्वं तु मृण्मये |"
"विष-दः श्याव-शुष्क-आस्यः (भवति) (सः) विलक्षः वीक्षते दिशः; स्वेद-वेपथुमान् त्रस्तः भीतः (च) (भवति) स्खलति जृम्भते च .","विष-दः श्याव-शुष्क-आस्यः (भवति) विलक्षः (सः) दिशः वीक्षते; स्वेद-वेपथुमान् त्रस्तः भीतः (च) (भवति) स्खलति जृम्भते च .","विषदः श्यावशुष्कास्यो विलक्षो वीक्षते दिशः ||१२||#
स्वेदवेपथुमांस्त्रस्तो भीतः स्खलति जृम्भते |"
"प्राप्य अन्नम् स-विषम् तु अग्निः (सः) एक-आवर्तः स्फुटति अति शिखि-कण्ठ-आभ-धूमार्चिः अन्-अर्चिः वा उग्रगन्धवान् (च) (भवति) .","अग्निः स-विषम् अन्नम् प्राप्य तु अति स्फुटति (सः) एक-आवर्तः शिखि-कण्ठ-आभ-धूमार्चिः अन्-अर्चिः वा उग्रगन्धवान् (च) (भवति) .","प्राप्यान्नं सविषं त्वग्निरेकावर्तः स्फुटत्यति ||१३||# शिखिकण्ठाभधूमार्चिरनर्चिर्वोग्रगन्धवान् |"
"म्रियन्ते मक्षिकाः प्राश्य (स-विषम्) (अन्नम्) काकः क्षाम-स्वरः भवेत् .","(स-विषम्) (अन्नम्) प्राश्य मक्षिकाः म्रियन्ते काकः क्षाम-स्वरः भवेत् .","म्रियन्ते मक्षिकाः प्राश्य काकः क्षामस्वरो भवेत् ||१४||"
"उत्क्रोशन्ति च दृष्ट्वा एतत् शुक-दात्यूह-सारिकाः हंसः प्रस्खलति ग्लानिः जीवञ्जीवस्य जायते .","एतत् च दृष्ट्वा शुक-दात्यूह-सारिकाः उत्क्रोशन्ति हंसः प्रस्खलति जीवञ्जीवस्य ग्लानिः जायते .","उत्क्रोशन्ति च दृष्ट्वैतच्छुकदात्यूहसारिकाः |# हंसः प्रस्खलति ग्लानिर्जीवञ्जीवस्य जायते ||१५||"
"चकोरस्य अक्षि-वैराग्यम् (स्यात्) .; क्रौञ्चस्य स्यात् मद-उदयः .; कपोत-परभृत्-दक्ष-चक्रवाकाः जहति असून् .","चकोरस्य अक्षि-वैराग्यम् (स्यात्) .; क्रौञ्चस्य मद-उदयः स्यात् .; कपोत-परभृत्-दक्ष-चक्रवाकाः असून् जहति .","चकोरस्याऽक्षिवैराग्यं क्रौञ्चस्य स्यान्मदोदयः |# कपोतपरभृद्दक्षचक्रवाका जहत्यसून् ||१६||"
"उद्वेगम् याति मार्जारः .; शकृत् मुञ्चति वानरः .; हृष्येत् मयूरः; तत्-दृष्ट्या मन्द-तेजः भवेत् विषम् .","मार्जारः उद्वेगम् याति .; वानरः शकृत् मुञ्चति .; मयूरः हृष्येत्; तत्-दृष्ट्या विषम् मन्द-तेजः भवेत् .","उद्वेगं याति मार्जारः शकृन्मुञ्चति वानरः |# हृष्येन्मयूरस्तद्दृष्ट्या मन्दतेजो भवेद्विषम् ||१७||"
"इति अन्नम् विषवत् ज्ञात्वा त्यजेत् एवम् प्रयत्नतः यथा तेन विपद्येरन् अपि न क्षुद्र-जन्तवः (तथा) .","इति एवम् अन्नम् विषवत् ज्ञात्वा यथा तेन क्षुद्र-जन्तवः अपि न विपद्येरन् (तथा) प्रयत्नतः त्यजेत् .","इत्यन्नं विषवज्ज्ञात्वा त्यजेदेवं प्रयत्नतः |# यथा तेन विपद्येरन्नपि न क्षुद्रजन्तवः ||१८||"
"(विषान्ने) स्पृष्टे तु कण्डू-दाह-ऊषा-ज्वर-अर्ति-स्फोट-सुप्तयः (स्युः) .; नख-रोम-च्युतिः शोफः च (स्यात्) .; सेक-आद्याः विष-नाशनाः (उपायाः) (शस्ताः) .","(विषान्ने) स्पृष्टे तु कण्डू-दाह-ऊषा-ज्वर-अर्ति-स्फोट-सुप्तयः (स्युः) .; नख-रोम-च्युतिः शोफः च (स्यात्) .; सेक-आद्याः विष-नाशनाः (उपायाः) (शस्ताः) .","स्पृष्टे तु कण्डूदाहोषाज्वरार्तिस्फोटसुप्तयः |# नखरोमच्युतिः शोफः सेकाद्या विषनाशनाः ||१९||"
"शस्ताः तत्र प्रलेपाः च सेव्य-चन्दन-पद्मकैः स-सोमवल्क-तालीसपत्र-कुष्ठ-अमृता-नतैः (निर्मिताः) .","तत्र सेव्य-चन्दन-पद्मकैः स-सोमवल्क-तालीसपत्र-कुष्ठ-अमृता-नतैः च (निर्मिताः) प्रलेपाः शस्ताः .","शस्तास्तत्र प्रलेपाश्च सेव्यचन्दनपद्मकैः |# ससोमवल्कतालीसपत्रकुष्ठामृतानतैः ||२०||"
