"padacchedah","anvaya","spart"
"ध्वज-पटम् मदनस्य धनुः-भृतः छवि-करम् मुख-चूर्णम् ऋतु-श्रियः कुसुम-केसर-रेणुम् अलि-व्रजाः स-पवन-उपवन-उत्थितम् अन्वयुः","अलि-व्रजाः धनुः-भृतः मदनस्य ध्वज-पटम् ऋतु-श्रियः छवि-करम् मुख-चूर्णम् स-पवन-उपवन-उत्थितम् कुसुम-केसर-रेणुम् अन्वयुः","ध्वजपटं मदनस्य धनुर्भृतश्छविकरं मुखचूर्णमृतुश्रियः।# कुसुमकेसररेणुमलिव्रजाः सपवनोपवनोत्थितमन्वयुः।।"
"अनुभवन् नव-दोलम् ऋतु-उत्सवम् पटुः अपि प्रिय-कण्ठ-जिघृक्षया अनयत् आसन-रज्जु-परिग्रहे भुज-लताम् जलताम् अबलाजनः","नव-दोलम् ऋतु-उत्सवम् अनुभवन् अबलाजनः पटुः अपि प्रिय-कण्ठ-जिघृक्षया आसन-रज्जु-परिग्रहे भुज-लताम् जलताम् अनयत्","अनुभवन्नवदोलमृतूत्सवं पटुरपि प्रियकण्ठजिघृक्षया।# अनयदासनरज्जुपरिग्रहे भुजलतां जलतामबलाजनः।।"
"त्यजत मानम् अलम् बत विग्रहैः न पुनः एति गतम् चतुरम् वयः पर-भृताभिः इति इव निवेदिते स्मर-मते रमते स्म वधू-जनः (अङ्गनाः)","बत (अङ्गनाः) मानम् त्यजत विग्रहैः अलम् गतम् चतुरम् वयः पुनः न एति इति स्मर-मते पर-भृताभिः निवेदिते इव वधू-जनः रमते स्म","त्यजत मानमलं बत विग्रहैर्न पुनरेति गतं चतुरं वयः।# परभृताभिरितीव निवेदिते स्मरमते रमते स्म वधूजनः।।"
"अथ यथासुखम् आर्तवम् उत्सवम् समनुभूय विलासवती-सखः नर-पतिः चकमे मृगया-रतिम् सः मधुमत्-मधु-मन्मथ-सन्निभः (सन्)","अथ मधुमत्-मधु-मन्मथ-सन्निभः सः नर-पतिः विलासवती-सखः (सन्) आर्तवम् उत्सवम् यथासुखम् समनुभूय मृगया-रतिम् चकमे","अथ यथासुखमार्तवमुत्सवं समनुभूय विलासवतीसखः।# नरपतिश्चकमे मृगयारतिं स मधुमन्मधुमन्मथसंनिभः।।"
"परिचयम् चल-लक्ष्य-निपातने भय-रुषोः च तत्-इङ्गित-बोधनम् श्रम-जयात् प्रगुणाम् च करोति असौ तनुम् अतः अनुमतः सचिवैः ययौ (असौ)","असौ चल-लक्ष्य-निपातने परिचयम् भय-रुषोः तत्-इङ्गित-बोधनम् च तनुम् च श्रम-जयात् प्रगुणाम् करोति अतः सचिवैः अनुमतः (असौ) ययौ","परिचयं चललक्ष्यनिपातने भयरुचोश्च तदिङ्गितबोधनम्।# श्रमजयात्प्रगुणां च करोत्यसौ तनुमतोऽनुमतः सचिवैर्ययौ।।"
"मृग-वन-उपगम-क्षम-वेषभृत् विपुल-कण्ठ-निषक्त-शर-आसनः गगनम् अश्व-खुर-उद्धत-रेणुभिः नृ-सविता सः वितानम् इव अकरोत्","मृग-वन-उपगम-क्षम-वेषभृत् विपुल-कण्ठ-निषक्त-शर-आसनः नृ-सविता सः अश्व-खुर-उद्धत-रेणुभिः गगनम् वितानम् इव अकरोत्","मृगवनोपगमक्षमवेषभृद्विपुलकण्ठनिषक्तशरासनः।# गगनमश्वखुरोद्धतरेणुभिर्नृसविता स वितानमिवाकरोत्।।"
"ग्रथित-मौलिः असौ वन-मालया तरु-पलाश-सवर्ण-तनुच्छदः तुरग-वल्गन-चञ्चल-कुण्डलः विरुरुचे रुरु-चेष्टित-भूमिषु","वन-मालया ग्रथित-मौलिः तरु-पलाश-सवर्ण-तनुच्छदः तुरग-वल्गन-चञ्चल-कुण्डलः असौ रुरु-चेष्टित-भूमिषु विरुरुचे","ग्रथितमौलिरसौ वनमालया तरुपलाशसवर्णतनुच्छदः।# तुरगवल्गनचञ्चलकुण्डलो विरुरुचे रुरुचेष्टितभूमिषु।।"
"तनु-लता-विनिवेशित-विग्रहाः भ्रमर-सङ्क्रमितेक्षण-वृत्तयः ददृशुः अध्वनि तम् वन-देवताः सु-नयनम् नय-नन्दित-कोसलम्","तनु-लता-विनिवेशित-विग्रहाः भ्रमर-सङ्क्रमितेक्षण-वृत्तयः वन-देवताः सु-नयनम् नय-नन्दित-कोसलम् तम् अध्वनि ददृशुः","तनुलताविनिवेशितविग्रहा भ्रमरसंक्रमितेक्षणवृत्तयः।# ददृशुरध्वनि तं वनदेवताः सुनयनं नयनन्दितकोसलम्।।"
"श्व-गणि-वागुरिकैः प्रथमास्थितम् व्यपगत-अनल-दस्यु विवेश सः स्थिर-तुरङ्गम-भूमि निपानवत् मृग-वयः-गवय-उपचितम् वनम्","सः श्व-गणि-वागुरिकैः प्रथमास्थितम् व्यपगत-अनल-दस्यु स्थिर-तुरङ्गम-भूमि निपानवत् मृग-वयः-गवय-उपचितम् वनम् विवेश","श्वगणिवागुरिकैः प्रथमास्थितं व्यपगतानलदस्यु विवेश सः।# स्थिरतुरङ्गमभूमि निपानवन्मृगवयोगवयोपचितं वनम्।।"
"अथ नभस्य-इव त्रि-दश-आयुधम् कनक-पिङ्ग-तडित्-गुण-संयुतम् धनुः अधिज्यम् अन्-आधिः उपाददे नर-वरः रवरोषित-केसरी","अथ अन्-आधिः रवरोषित-केसरी नर-वरः अधिज्यम् धनुः कनक-पिङ्ग-तडित्-गुण-संयुतम् त्रि-दश-आयुधम् नभस्य-इव उपाददे","अथ नभस्य इव त्रिदशायुधं कनकपिङ्गतडिद्गुणसंयुतम्।# धनुरधिज्यमनाधिरुपाददे नरवरो रवरोषितकेसरी।।"
"तस्य स्तन-प्रणयिभिः मुहुः एण-शावैः व्याहन्यमान-हरिणी-गमनम् पुरस्तात् आविर्बभूव कुश-गर्भ-मुखम् मृगाणाम् यूथम् तत्-अग्रसर-गर्वित-कृष्णसारम्","स्तन-प्रणयिभिः एण-शावैः मुहुः व्याहन्यमान-हरिणी-गमनम् कुश-गर्भ-मुखम् तत्-अग्रसर-गर्वित-कृष्णसारम् मृगाणाम् यूथम् तस्य पुरस्तात् आविर्बभूव","तस्य स्तनप्रणयिभिर्मुहुरेणशावैर्व्याहन्यमानहरिणीगमनं पुरस्तात्।# आविर्बभूव कुशगर्भमुखं मृगाणां यूथं तदग्रसरगर्वितकृष्णसारम्।।"
"तत्(मृगयूथम्) प्रार्थितम् जवन-वाजि-गतेन राज्ञा तूणी-मुख-उद्धृत-शरेण विशीर्ण-पङ्क्ति श्यामीचकार वनम् आकुलदृष्टि-पातैः वात-ईरित-उत्पल-दल-प्रकरैः-इव आर्द्रैः","जवन-वाजि-गतेन तूणी-मुख-उद्धृत-शरेण राज्ञा प्रार्थितम् विशीर्ण-पङ्क्ति तत्(मृगयूथम्) आर्द्रैः आकुलदृष्टि-पातैः वात-ईरित-उत्पल-दल-प्रकरैः-इव वनम् श्यामीचकार","तत्प्रार्थितं जवनवाजिगतेन राज्ञा तूणीमुखोद्धृतशरेण विशीर्णपङ्क्ति।# श्यामीचकार वनमाकुलदृष्टिपातैर्वातेरितोत्पलदलप्रकरैरिवार्द्रैः।।"
"लक्ष्यीकृतस्य हरिणस्य हरि-प्रभावः प्रेक्ष्य स्थिताम् सहचरीम् व्यवधाय देहम् आकर्ण-कृष्टम् अपि कामितया सः धन्वी बाणम् कृपा-मृदु-मनाः प्रतिसञ्जहार (सन्)","हरि-प्रभावः सः धन्वी लक्ष्यीकृतस्य हरिणस्य देहम् व्यवधाय स्थिताम् सहचरीम् प्रेक्ष्य कामितया कृपा-मृदु-मनाः (सन्) आकर्ण-कृष्टम् अपि बाणम् प्रतिसञ्जहार","लक्ष्यीकृतस्य हरिणस्य हरिप्रभावः प्रेक्ष्य स्थितां सहचरीं व्यवधाय देहम्।# आकर्णकृष्टमपि कामितया स धन्वी बाणं कृपामृदुमनाः प्रतिसञ्जहार।।"
"तस्य अपरेषु अपि मृगेषु शरान् मुमुक्षोः कर्ण-अन्तम् एत्य बिभिदे निबिडः अपि मुष्टिः त्रास-अतिमात्र-चटुलैः स्मरतः सु-नेत्रैः प्रौढ-प्रिया-नयन-विभ्रम-चेष्टितानि","त्रास-अतिमात्र-चटुलैः सु-नेत्रैः प्रौढ-प्रिया-नयन-विभ्रम-चेष्टितानि स्मरतः अपरेषु अपि मृगेषु शरान् मुमुक्षोः तस्य निबिडः अपि मुष्टिः कर्ण-अन्तम् एत्य बिभिदे","तस्यापरेष्वपि मृगेषु शरान्मुमुक्षोः कर्णान्तमेत्य बिभिदे निबिडोऽपि मुष्टिः।# त्रासातिमात्रचटुलैः स्मरतः सुनेत्रैः प्रौढप्रियानयनविभ्रमचेष्टितानि।।"
"उत्तस्थुषः सपदि पल्वल-पङ्क-मध्यात् मुस्ता-प्ररोह-कवल-अवयव-अनुकीर्णम् जग्राह सः द्रुत-वराह-कुलस्य मार्गम् सुव्यक्तम् आर्द्र-पद-पङ्क्तिभिः आयताभिः","सः मुस्ता-प्ररोह-कवल-अवयव-अनुकीर्णम् आयताभिः आर्द्र-पद-पङ्क्तिभिः सुव्यक्तम् सपदि पल्वल-पङ्क-मध्यात् उत्तस्थुषः द्रुत-वराह-कुलस्य मार्गम् जग्राह","उत्तस्थुषः सपदि पल्वलपङ्कमध्यान्मुस्ताप्ररोहकवलावयवानुकीर्णम्।# जग्राह स द्रुतवराहकुलस्य मार्गं सुव्यक्तमार्द्रपदपङ्क्तिभिरायताभिः।।"
"तम् वाहनात् अवनत-उत्तर-कायम् ईषत् विध्यन्तं उद्धृत-सटाः प्रतिहन्तुम् ईषुः न आत्मानम् अस्य विविदुः सहसा वराहाः वृक्षेषु विद्धम् इषुभिः जघन-आश्रयेषु (वराहाः)","उद्धृत-सटाः वराहाः वाहनात् ईषत् अवनत-उत्तर-कायम् विध्यन्तं तम् प्रतिहन्तुम् ईषुः अस्य इषुभिः (वराहाः) सहसा जघन-आश्रयेषु वृक्षेषु विद्धम् आत्मानम् न विविदुः","तं वाहनादवनतोत्तरकायमीषद्विध्यन्तमुद्धृतसटाः प्रतिहन्तुमीषुः।# नात्मानमस्य विविदुः सहसा वराहा वृक्षेषु विद्धमिषुभिर्जघनाश्रयेषु।।"
"तेन अभिघात-रभसस्य विकृष्य पत्री वन्यस्य नेत्र-विवरे महिषस्य मुक्तः निर्भिद्य विग्रहम् अशोणित-लिप्त-पुङ्खः तम् पातयामास प्रथमम् पपात पश्चात् (सन्) (स्वयम्)","अभिघात-रभसस्य वन्यस्य महिषस्य नेत्र-विवरे तेन विकृष्य मुक्तः पत्री विग्रहम् निर्भिद्य अशोणित-लिप्त-पुङ्खः (सन्) तम् प्रथमम् पातयामास (स्वयम्) पश्चात् पपात","तेनाभिघातरभसस्य विकृष्य पत्री वन्यस्य नेत्रविवरे महिषस्य मुक्तः।# निर्भिद्य विग्रहमशोणितलिप्तपुङ्खस्तं पातयां प्रथममास पपात पश्चात्।।"
"प्रायः विषाण-परिमोक्ष-लघु-उत्तमाङ्गान् खड्गान् चकार नृपतिः निशितैः क्षुरप्रैः शृङ्गम् सः दृप्त-विनय-अधिकृतः परेषाम् अत्युच्छ्रितम् न ममृषे न तु दीर्घम् आयुः (ममृषे) (इति) (न) (अस्ति) (सः)","नृपतिः निशितैः क्षुरप्रैः खड्गान् प्रायः विषाण-परिमोक्ष-लघु-उत्तमाङ्गान् चकार दृप्त-विनय-अधिकृतः सः परेषाम् अत्युच्छ्रितम् शृङ्गम् न ममृषे (सः) दीर्घम् आयुः न तु (ममृषे) (इति) (न) (अस्ति)","प्रायो विषाणपरिमोक्षलघूत्तमाङ्गान्खड्गांश्चकार नृपतिर्निशितैः क्षुरप्रैः।# शृङ्गं स दृप्तविनयाधिकृतः परेषामत्युच्छ्रितं न ममृषे न तु दीर्घमायुः।।"
"व्याघ्रान् अ-भीः अभिमुख-उत्पतितान् गुहाभ्यः फुल्ल-असन-अग्रविटपान्-इव वायु-रुग्णान् शिक्षा-विशेष-लघुहस्ततया निमेषात् तूणीचकार शर-पूरित-वक्त्र-रन्ध्रान्","अ-भीः गुहाभ्यः अभिमुख-उत्पतितान् वायु-रुग्णान् फुल्ल-असन-अग्रविटपान्-इव व्याघ्रान् शर-पूरित-वक्त्र-रन्ध्रान् शिक्षा-विशेष-लघुहस्ततया निमेषात् तूणीचकार","व्याघ्रानभीरभिमुखोत्पतितान्गुहाभ्यः फुल्लासनाग्रविटपानिव वायुरुग्णान्।# शिक्षाविशेषलघुहस्ततया निमेषात्तूणीचकार शरपूरितवक्त्ररन्ध्रान्।।"
"निर्घातोग्रैः कुञ्ज-लीनान् जिघांसुः ज्या-निर्घोषैः क्षोभयामास सिंहान् नूनम् तेषाम् अभ्यसूया-परः अभूत् वीर्य-उदग्रे राजशब्दे मृगेषु","कुञ्ज-लीनान् सिंहान् जिघांसुः निर्घातोग्रैः ज्या-निर्घोषैः क्षोभयामास तेषाम् वीर्य-उदग्रे मृगेषु राजशब्दे अभ्यसूया-परः अभूत् नूनम्","निर्घातोग्रैः कुञ्जलीनाञ्जिघांसुर्ज्यानिर्घोषैः क्षोभयामास सिंहान्।# नूनं तेषामभ्यसूयापरोऽभूद्वीर्योदग्रे राजशब्दे मृगेषु।।"
"तान् हत्वा गज-कुल-बद्ध-तीव्र-वैरान् काकुत्स्थः कुटिल-नख-अग्र-लग्न-मुक्तान् आत्मानम् रण-कृत-कर्मणाम् गजानाम् आनृण्यम् गतम् इव मार्गणैः अमंस्त","काकुत्स्थः गज-कुल-बद्ध-तीव्र-वैरान् कुटिल-नख-अग्र-लग्न-मुक्तान् तान् हत्वा आत्मानम् रण-कृत-कर्मणाम् गजानाम् आनृण्यम् मार्गणैः गतम् इव अमंस्त","तान्हत्वा गजकुलबद्धतीव्रवैरान्काकुत्स्थः कुटिलनखाग्रलग्नमुक्तान्।# आत्मानं रणकृतकर्मणां गजानामानृण्यं गतमिव मार्गणैरमंस्त।।"
"चमरान् परितः प्रवर्तित-अश्वः क्वचित् आकर्ण-विकृष्ट-भल्ल-वर्षी नृपतीन्-इव तान् वियोज्य सद्यः सित-बाल-व्यजनैः जगाम शान्तिम् (नृपः)","क्वचित् चमरान् परितः प्रवर्तित-अश्वः आकर्ण-विकृष्ट-भल्ल-वर्षी (नृपः) नृपतीन्-इव तान् सित-बाल-व्यजनैः वियोज्य सद्यः शान्तिम् जगाम","चमरान्परितः प्रवर्तिताश्वः क्वचिदाकर्णविकृष्टभल्लवर्षी।# नृपतीनिव तान्वियोज्य सद्यः सितबालव्यजनैर्जगाम शान्तिम्।।"
"अपि तुरग-समीपात् उत्पतन्तम् मयूरम् न सः रुचिर-कलापम् बाणलक्ष्यीचकार सपदि गत-मनस्कः चित्र-माल्य-अनुकीर्णे रति-विगलितबन्धे केश-पाशे प्रियायाः","चित्र-माल्य-अनुकीर्णे रति-विगलितबन्धे प्रियायाः केश-पाशे सपदि गत-मनस्कः सः तुरग-समीपात् उत्पतन्तम् अपि रुचिर-कलापम् मयूरम् न बाणलक्ष्यीचकार","अपि तुरगसमीपादुत्पतन्तं मयूरं न स रुचिरकलापं बाणलक्ष्यीचकार।# सपदि गतमनस्कश्चित्रमाल्यानुकीर्णे रतिविगलितबन्धे केशपाशे प्रियायाः।।"
"तस्य कर्कश-विहार-सम्भवम् स्वेदम् आनन-विलग्न-जालकम् आचचाम स-तुषार-शीकरः भिन्न-पल्लव-पुटः वन-अनिलः","कर्कश-विहार-सम्भवम् आनन-विलग्न-जालकम् तस्य स्वेदम् स-तुषार-शीकरः भिन्न-पल्लव-पुटः वन-अनिलः आचचाम","तस्य कर्कशविहारसंभवं स्वेदमाननविलग्नजालकम्।# आचचाम सतुषारशीकरो भिन्नपल्लवपुटो वनानिलः।।"
"इति विस्मृत-अन्यकरणीयम् आत्मनः सचिव-अवलम्बित-धुरम् धरा-अधिपम् परिवृद्ध-रागम् अनुबन्ध-सेवया मृगया जहार चतुरा कामिनी-इव","इति आत्मनः विस्मृत-अन्यकरणीयम् सचिव-अवलम्बित-धुरम् अनुबन्ध-सेवया परिवृद्ध-रागम् धरा-अधिपम् मृगया चतुरा कामिनी-इव जहार","इति विस्मृतान्यकरणीयमात्मनः सचिवावलम्बिधुरं धराधिपम्।# परिवृद्धरागमनुबन्धसेवया मृगया जहार चतुरेव कामिनी।।"
"सः ललित-कुसुम-प्रवाल-शय्याम् ज्वलित-महा-ओषधि-दीपिका-सनाथाम् नर-पतिः अतिवाहयाम्बभूव क्वचित् अ-समेत-परिच्छदः त्रि-यामाम् (सन्)","सः नर-पतिः ललित-कुसुम-प्रवाल-शय्याम् ज्वलित-महा-ओषधि-दीपिका-सनाथाम् त्रि-यामाम् क्वचित् अ-समेत-परिच्छदः (सन्) अतिवाहयाम्बभूव","स ललितकुसुमप्रवालशय्यां ज्वलितमहौषधिदीपिकासनाथाम्।# नरपतिरतिवाहयांबभूव क्वचिदसमेतपरिच्छदस्त्रियामाम्।।"
"उषसि सः गज-यूथ-कर्ण-तालैः पटु-पटह-ध्वनिभिः विनीत-निद्रः अरमत मधुराणि तत्र शृण्वन् विहग-विकूजित-बन्दि-मङ्गलानि","उषसि पटु-पटह-ध्वनिभिः गज-यूथ-कर्ण-तालैः विनीत-निद्रः सः तत्र मधुराणि विहग-विकूजित-बन्दि-मङ्गलानि शृण्वन् अरमत","उषसि स गजयूथकर्णतालैः पटुपटहध्वनिभिर्विनीतनिद्रः।# अरमत मधुराणि तत्र शृण्वन्विहगविकूजितबन्दिमङ्गलानि।।"
"अथ जातु रुरोः गृहीत-वर्त्मा विपिने पार्श्व-चरैः अ-लक्ष्यमाणः श्रम-फेन-मुचा तपस्वि-गाढाम् तमसाम् प्राप नदीम् तुरङ्गमेण (सः)","अथ जातु रुरोः गृहीत-वर्त्मा विपिने पार्श्व-चरैः अ-लक्ष्यमाणः (सः) श्रम-फेन-मुचा तुरङ्गमेण तपस्वि-गाढाम् तमसाम् नदीम् प्राप","अथ जातु रुरोर्गृहीतवर्त्मा विपिने पार्श्वचरैरलक्ष्यमाणः।# श्रमफेनमुचा तपस्विगाढां तमसां प्राप नदीं तुरङ्गमेण।।"
"कुम्भ-पूरण-भवः पटुः उच्चैः उच्चचार निनदः अम्भसि तस्याः तत्र सः द्विरद-बृंहित-शङ्की शब्द-पातिनम् इषुम् विससर्ज (सन्)","तस्याः अम्भसि कुम्भ-पूरण-भवः पटुः उच्चैः निनदः उच्चचार तत्र सः द्विरद-बृंहित-शङ्की (सन्) शब्द-पातिनम् इषुम् विससर्ज","कुम्भपूरणभवः पटुरुच्चैरुच्चचार निनदोऽम्भसि तस्याः।# तत्र स द्विरदबृंहितशङ्की शब्दपातिनमिषुं विससर्ज।।"
"नृपतेः प्रतिषिद्धम् एव तत् कृतवान् पङ्क्ति-रथः विलङ्घ्य यत् अपथे पदम् अर्पयन्ति हि श्रुतवन्तः अपि रजः-निमीलिताः (सन्तः)","पङ्क्ति-रथः विलङ्घ्य यत् कृतवान् तत् नृपतेः प्रतिषिद्धम् एव हि श्रुतवन्तः अपि रजः-निमीलिताः (सन्तः) अपथे पदम् अर्पयन्ति","नृपतेः प्रतिषिद्धमेव तत्कृतवान्पङ्क्तिरथो विलङ्घ्य यत्।# अपथे पदमर्पयन्ति हि श्रुतवन्तोऽपि रजोनिमीलिताः।।"
"हा तात इति क्रन्दितम् आकर्ण्य विषण्णः तस्य अन्विष्यन् वेतस-गूढम् प्रभवम् सः शल्य-प्रोतम् प्रेक्ष्य स-कुम्भम् मुनि-पुत्रम् तापात् अन्तः-शल्यः आसीत् क्षितिपः अपि (सन्) इव","हा तात इति क्रन्दितम् आकर्ण्य विषण्णः (सन्) तस्य वेतस-गूढम् प्रभवम् अन्विष्यन् शल्य-प्रोतम् स-कुम्भम् मुनि-पुत्रम् प्रेक्ष्य क्षितिपः अपि सः तापात् अन्तः-शल्यः इव आसीत्","हा तातेति क्रन्दितमाकर्ण्य विषण्णस्तस्यान्विष्यन्वेतसगूढं प्रभवं सः।# शल्यप्रोतं प्रेक्ष्य सकुम्भं मुनिपुत्रं तापादन्तःशल्य इवासीत्क्षितिपोऽपि।।"
"तेन अवतीर्य तुरगात् प्रथित-अन्वयेन पृष्ट-अन्वयः सः जल-कुम्भ-निषण्ण-देहः तस्मै द्विज-इतर-तपस्वि-सुतम् स्खलद्भिः आत्मानम् अक्षर-पदैः कथयाम्बभूव","प्रथित-अन्वयेन तेन तुरगात् अवतीर्य पृष्ट-अन्वयः जल-कुम्भ-निषण्ण-देहः सः तस्मै स्खलद्भिः अक्षर-पदैः आत्मानम् द्विज-इतर-तपस्वि-सुतम् कथयाम्बभूव","तेनावतीर्य तुरगात्प्रथितान्वयेन पृष्टान्वयः स जलकुम्भनिषण्णदेहः।# तस्मै द्विजेतरतपस्विसुतं स्खलद्भिरात्मानमक्षरपदैः कथयांबभूव।।"
"तत्-चोदितः च तम् अनुद्धृत-शल्यम् एव पित्रोः सकाशम् अवसन्न-दृशोः निनाय ताभ्याम् तथागतम् उपेत्य तम् एक-पुत्रम् अज्ञानतः स्व-चरितम् नृपतिः शशंस","तत्-चोदितः नृपतिः अनुद्धृत-शल्यम् एव तम् अवसन्न-दृशोः पित्रोः सकाशम् निनाय च तथागतम् एक-पुत्रम् तम् उपेत्य अज्ञानतः स्व-चरितम् ताभ्याम् शशंस","तच्चोदितश्च तम् अनुद्धृतशल्यमेव पित्रोः सकाशमवसन्नदृशोर्निनाय।# ताभ्यां तथागतमुपेत्य तमेकपुत्रमज्ञानतः स्वचरितं नृपतिः शशंस।।"
"तौ दम्पती बहु विलप्य शिशोः प्रहर्त्रा शल्यम् निखातम् उदहारयताम् उरस्तः सः अभूत् परासुः अथ भूमि-पतिम् शशाप हस्त-अर्पितैः नयन-वारिभिः एव वृद्धः","तौ दम्पती बहु विलप्य शिशोः उरस्तः निखातम् शल्यम् प्रहर्त्रा उदहारयताम् सः परासुः अभूत् अथ वृद्धः हस्त-अर्पितैः नयन-वारिभिः एव भूमि-पतिम् शशाप","तौ दंपती बहु विलप्य शिशोः प्रहर्त्रा शल्यं निखातमुदहारयतामुरस्तः।# सोऽभूत्परासुरथ भूमिपतिं शशाप हस्तार्पितैर्नयनवारिभिरेव वृद्धः।।"
"दिष्ट-अन्तम् आप्स्यति भवान् अपि पुत्र-शोकात् अन्त्ये वयसि अहम्-इव इति तम् उक्तवन्तम् आक्रान्त-पूर्वम् मुक्त-विषम् भुजङ्गम्-इव प्रोवाच कोसल-पतिः प्रथम-अपराद्धः","भवान् अपि अन्त्ये वयसि अहम्-इव पुत्र-शोकात् दिष्ट-अन्तम् आप्स्यति इति आक्रान्त-पूर्वम् मुक्त-विषम् भुजङ्गम्-इव उक्तवन्तम् तम् प्रथम-अपराद्धः कोसल-पतिः प्रोवाच","दिष्टान्तमाप्स्यति भवानपि पुत्रशोकादन्त्ये वयस्यहमिवेति तमुक्तवन्तम्।# आक्रान्तपूर्वमिव मुक्तविषं भुजङ्गं प्रोवाच कोसलपतिः प्रथमापराद्धः।।"
"शापः अपि अ-दृष्ट-तनय-आनन-पद्म-शोभे सा-अनुग्रहः भगवता मयि पातितः अयम् कृष्याम् दहन् अपि खलु क्षितिम् इन्धन-इद्धः बीज-प्ररोह-जननीम् ज्वलनः करोति (अस्ति)","अ-दृष्ट-तनय-आनन-पद्म-शोभे मयि भगवता पातितः अयम् शापः अपि सा-अनुग्रहः (अस्ति) इन्धन-इद्धः ज्वलनः कृष्याम् क्षितिम् दहन् अपि बीज-प्ररोह-जननीम् करोति खलु","शापोऽप्यदृष्टतनयाननपद्मशोभे सानुग्रहो भगवता मयि पातितोऽयम्।# कृष्यां दहन्नपि खलु क्षितिमिन्धनेद्धो बीजप्ररोहजननीं ज्वलनः करोति।।"
"इत्थम् गते गत-घृणः किम् अयम् विधत्ताम् वध्यः तव इति अभिहितः वसुधा-अधिपेन एधान् हुताशनवतः सः मुनिः ययाचे पुत्रम् परासुम् अनुगन्तु-मनाः स-दारः (सन्)","इत्थम् गते वसुधा-अधिपेन गत-घृणः तव वध्यः अयम् किम् विधत्ताम् इति अभिहितः सः मुनिः स-दारः परासुम् पुत्रम् अनुगन्तु-मनाः (सन्) हुताशनवतः एधान् ययाचे","इत्थं गते गतघृणः किमयं विधत्तां वध्यस्तवेत्यभिहितो वसुधाधिपेन।# एधान्हुताशनवतः स मुनिर्ययाचे पुत्रं परासुमनुगन्तुमनाः सदारः।।"
"प्राप्त-अनुगः सपदि शासनम् अस्य राजा सम्पाद्य पातक-विलुप्त-धृतिः निवृत्तः अन्तः-निविष्टपदम् आत्म-विनाश-हेतुम् शापम् दधत् और्वम् ज्वलनम्-इव अम्बु-राशिः","प्राप्त-अनुगः पातक-विलुप्त-धृतिः राजा सपदि अस्य शासनम् सम्पाद्य अन्तः-निविष्टपदम् आत्म-विनाश-हेतुम् शापम् अम्बु-राशिः और्वम् ज्वलनम्-इव दधत् निवृत्तः","प्राप्तानुगः सपदि शासनमस्य राजा संपाद्य पातकविलुप्तधृतिर्निवृत्तः।# अन्तर्निविष्टपदमात्मविनाशहेतुं शापं दधज्ज्वलनमौर्वमिवाम्बुराशिः।।"
"पृथिवीम् शासतः पाक-शासन-तेजसः अनून-ऋद्धेः तस्य किञ्चित् ऊनम् अयुतम् शरदाम् ययौ","पृथिवीम् शासतः पाक-शासन-तेजसः अनून-ऋद्धेः तस्य किञ्चित् ऊनम् शरदाम् अयुतम् ययौ","पृथिवीं शासतस्तस्य पाकशासनतेजसः।#किञ्चिदूनमनूनर्द्धेः शरदामयुतं ययौ॥1॥"
"सः पूर्वेषाम् ऋण-निर्मोक्ष-साधनम् च सद्यः शोक-तमस्-उपहम् सुत-अभिधानम् ज्योतिः न उपलेभे","न च उपलेभे पूर्वेषाम् ऋण-निर्मोक्ष-साधनम् सुत-अभिधानम् सः ज्योतिः सद्यः शोक-तमस्-उपहम्","न चोपलेभे पूर्वेषामृणनिर्मोक्षसाधनम्।#सुताभिधानं स ज्योतिः सद्यः शोकतमोपहम्॥2॥"
"प्रत्यय-अपेक्ष-सन्ततिः सः नृपः मन्थात् प्राक् अन्-अभिव्यक्त-रत्न-उत्पत्तिः अर्णवः-इव चिरं अतिष्ठत्","अतिष्ठत् प्रत्यय-अपेक्ष-सन्ततिः सः चिरं नृपः प्राक् मन्थात् अन्-अभिव्यक्त-रत्न-उत्पत्तिः अर्णवः-इव","अतिष्ठत्प्रत्ययापेक्षसंततिः सः चिरं नृपः।#प्राङ्मन्थादनभिव्यक्तरत्नोत्पत्तिरिवार्णवः॥3॥"
"ऋष्यशृङ्ग-आदयः जित्-आत्मानः सन्तः ऋत्विजः सन्तान-काङ्क्षिणः तस्य पुत्रीयाम् इष्टिम् आरेभिरे","ऋष्यशृङ्ग-आदयः तस्य सन्तः सन्तान-काङ्क्षिणः आरेभिरे जित्-आत्मानः पुत्रीयाम् इष्टिम् ऋत्विजः","ऋष्यशृङ्गादयस्तस्य सन्तः सन्तानकाङ्क्षिणः।#आरेभिरे जितात्मानः पुत्रीयामिष्टिमृत्विजः॥4॥"
"तस्मिन् अवसरे पौलस्त्य-उपप्लुताः देवाः निदाघ-आर्ताः अध्वगाः छाया-वृक्षम्-इव हरिम् अभिजग्मुः","तस्मिन् अवसरे देवाः पौलस्त्य-उपप्लुताः हरिम् अभिजग्मुः निदाघ-आर्ताः छाया-वृक्षम्-इव अध्वगाः","तस्मिन्नवसरे देवाः पौलस्त्योपप्लुता हरिम्।#अभिजग्मुः निदाघार्ताः छायावृक्षम् इव अध्वगाः॥5॥"
